id,prescriber_last_name,prescriber_first_name,drug_name,drug_cost
1336339647,ARNESON,SHIRLEY,DILTIAZEM HCL,414.61
1336339647,ARNESON,SHIRLEY,DIVALPROEX SODIUM,353.75
1336339647,ARNESON,SHIRLEY,DONEPEZIL HCL,114.99
1336339647,ARNESON,SHIRLEY,DOXAZOSIN MESYLATE,480.53
1336339647,ARNESON,SHIRLEY,DOXEPIN HCL,1139.68
1336339647,ARNESON,SHIRLEY,ESCITALOPRAM OXALATE,542.73
1336339647,ARNESON,SHIRLEY,ESTRADIOL,866.74
1336339647,ARNESON,SHIRLEY,FAMOTIDINE,139.42
1336339647,ARNESON,SHIRLEY,FENOFIBRATE,529.87
1336339647,ARNESON,SHIRLEY,FENOFIBRATE,3008.61
1336339647,ARNESON,SHIRLEY,FENTANYL,5540.48
1336339647,ARNESON,SHIRLEY,FINASTERIDE,97.44
1336339647,ARNESON,SHIRLEY,FLUOXETINE HCL,803.52
1336339647,ARNESON,SHIRLEY,FLUTICASONE PROPIONATE,239.03
1336339647,ARNESON,SHIRLEY,FUROSEMIDE,696.49
1336339647,ARNESON,SHIRLEY,GABAPENTIN,3216.72
1336339647,ARNESON,SHIRLEY,GLIMEPIRIDE,951.95
1336339647,ARNESON,SHIRLEY,GLIPIZIDE,200.11
1336339647,ARNESON,SHIRLEY,HUMALOG,9280.35
1336339647,ARNESON,SHIRLEY,HUMALOG KWIKPEN U-100,6488.52
1336339647,ARNESON,SHIRLEY,HYDROCHLOROTHIAZIDE,552.11
1336339647,ARNESON,SHIRLEY,HYDROCODONE-ACETAMINOPHEN,4951.6
1336339647,ARNESON,SHIRLEY,IBUPROFEN,102.12
1336339647,ARNESON,SHIRLEY,IPRATROPIUM-ALBUTEROL,362.7
1336339647,ARNESON,SHIRLEY,IRBESARTAN,344.13
1336339647,ARNESON,SHIRLEY,KETOCONAZOLE,895.56
1336339647,ARNESON,SHIRLEY,LANTUS,5813.12
1336339647,ARNESON,SHIRLEY,LANTUS SOLOSTAR,16529.95
1336339647,ARNESON,SHIRLEY,LATANOPROST,334.33
1336339647,ARNESON,SHIRLEY,LEVETIRACETAM,522.46
1336339647,ARNESON,SHIRLEY,LEVOTHYROXINE SODIUM,5446.68
1336339647,ARNESON,SHIRLEY,LIDOCAINE HCL,185.99
1336339647,ARNESON,SHIRLEY,LISINOPRIL,1231.62
1336339647,ARNESON,SHIRLEY,LISINOPRIL-HYDROCHLOROTHIAZIDE,109.98
1336339647,ARNESON,SHIRLEY,LORAZEPAM,361.16
1336339647,ARNESON,SHIRLEY,LOSARTAN POTASSIUM,1249.16
1336339647,ARNESON,SHIRLEY,LOVASTATIN,459.39
1336339647,ARNESON,SHIRLEY,LYRICA,4243.25
1336339647,ARNESON,SHIRLEY,MELOXICAM,54.11
1336339647,ARNESON,SHIRLEY,METFORMIN HCL,1030.24
1336339647,ARNESON,SHIRLEY,METOPROLOL SUCCINATE,1881.97
1336339647,ARNESON,SHIRLEY,METOPROLOL TARTRATE,1025.68
1336339647,ARNESON,SHIRLEY,MIRTAZAPINE,176.06
1336339647,ARNESON,SHIRLEY,MONTELUKAST SODIUM,958.9
1336339647,ARNESON,SHIRLEY,MORPHINE SULFATE ER,1559.95
1336339647,ARNESON,SHIRLEY,NADOLOL,1035.97
1336339647,ARNESON,SHIRLEY,NAMENDA XR,4262.2
1336339647,ARNESON,SHIRLEY,NEXIUM,5968.76
1336339647,ARNESON,SHIRLEY,NYAMYC,679.9
1336339647,ARNESON,SHIRLEY,NYSTATIN,640.91
1336339647,ARNESON,SHIRLEY,OLANZAPINE,124.46
1336339647,ARNESON,SHIRLEY,OMEPRAZOLE,2096.22
1336339647,ARNESON,SHIRLEY,ONDANSETRON ODT,551.69
1336339647,ARNESON,SHIRLEY,OXYBUTYNIN CHLORIDE,466.68
1336339647,ARNESON,SHIRLEY,OXYBUTYNIN CHLORIDE ER,1256.52
1336339647,ARNESON,SHIRLEY,OXYCODONE HCL,1768.02
1336339647,ARNESON,SHIRLEY,PANTOPRAZOLE SODIUM,615.04
1336339647,ARNESON,SHIRLEY,PAROXETINE HCL,317.78
1336339647,ARNESON,SHIRLEY,PHENOBARBITAL,384.42
1336339647,ARNESON,SHIRLEY,POLYETHYLENE GLYCOL 3350,537.07
1336339647,ARNESON,SHIRLEY,POTASSIUM CHLORIDE,3092.21
1336339647,ARNESON,SHIRLEY,PRAMIPEXOLE DIHYDROCHLORIDE,1088.75
1336339647,ARNESON,SHIRLEY,PRAVASTATIN SODIUM,1510.18
1336339647,ARNESON,SHIRLEY,PREDNISONE,209.22
1336339647,ARNESON,SHIRLEY,PROAIR HFA,1504.53
1336339647,ARNESON,SHIRLEY,QUETIAPINE FUMARATE,440.51
1336339647,ARNESON,SHIRLEY,QUINAPRIL HCL,499.51
1336339647,ARNESON,SHIRLEY,QVAR,5279.66
1336339647,ARNESON,SHIRLEY,RALOXIFENE HCL,2899.11
1336339647,ARNESON,SHIRLEY,RANITIDINE HCL,150.15
1336339647,ARNESON,SHIRLEY,RISPERIDONE,425.16
1336339647,ARNESON,SHIRLEY,SERTRALINE HCL,336.79
1336339647,ARNESON,SHIRLEY,SIMVASTATIN,1144.22
1336339647,ARNESON,SHIRLEY,SPIRIVA,10182.19
1336339647,ARNESON,SHIRLEY,SPIRONOLACTONE,307.93
1336339647,ARNESON,SHIRLEY,SUCRALFATE,426.4
1336339647,ARNESON,SHIRLEY,SULFAMETHOXAZOLE-TRIMETHOPRIM,530.03
1336339647,ARNESON,SHIRLEY,SYMBICORT,4536.03
1336339647,ARNESON,SHIRLEY,SYNTHROID,351.35
1336339647,ARNESON,SHIRLEY,TAMSULOSIN HCL,991.37
1336339647,ARNESON,SHIRLEY,TRAMADOL HCL,262.96
1336339647,ARNESON,SHIRLEY,TRAZODONE HCL,168.99
1336339647,ARNESON,SHIRLEY,TRIAMCINOLONE ACETONIDE,143.68
1336339647,ARNESON,SHIRLEY,TRIAMTERENE-HYDROCHLOROTHIAZID,141.99
1336339647,ARNESON,SHIRLEY,VENLAFAXINE HCL ER,306.59
1336339647,ARNESON,SHIRLEY,VENTOLIN HFA,1598.21
1336339647,ARNESON,SHIRLEY,WARFARIN SODIUM,1586.91
1336339647,ARNESON,SHIRLEY,ZOLPIDEM TARTRATE,443.98
1376984286,ARNESON,THERESA,ENOXAPARIN SODIUM,3266.37
1376984286,ARNESON,THERESA,WARFARIN SODIUM,8068.75
1902824600,ARNESS,RICHARD,CEPHALEXIN,69.38
1902824600,ARNESS,RICHARD,GABAPENTIN,249.53
1902824600,ARNESS,RICHARD,HYDROCODONE-ACETAMINOPHEN,501.38
1902824600,ARNESS,RICHARD,OXYCODONE-ACETAMINOPHEN,288.98
1669464152,ARNESTY,JANET,ACETAMINOPHEN-CODEINE,139.09
1669464152,ARNESTY,JANET,ALPRAZOLAM,27.76
1669464152,ARNESTY,JANET,AMITRIPTYLINE HCL,522.48
1669464152,ARNESTY,JANET,AMLODIPINE BESYLATE,118.31
1669464152,ARNESTY,JANET,ATENOLOL,144.88
1669464152,ARNESTY,JANET,ATORVASTATIN CALCIUM,789.04
1669464152,ARNESTY,JANET,BUPROPION XL,298.75
1669464152,ARNESTY,JANET,CARVEDILOL,149.22
1669464152,ARNESTY,JANET,ESTRADIOL,1596.29
1669464152,ARNESTY,JANET,FENOFIBRATE,207.02
1669464152,ARNESTY,JANET,GABAPENTIN,346.74
1669464152,ARNESTY,JANET,GLIPIZIDE XL,391.45
1669464152,ARNESTY,JANET,HYDROCHLOROTHIAZIDE,89.02
1669464152,ARNESTY,JANET,HYDROCODONE-ACETAMINOPHEN,611.93
1669464152,ARNESTY,JANET,LEVOTHYROXINE SODIUM,1612.74
1669464152,ARNESTY,JANET,LISINOPRIL,470.57
1669464152,ARNESTY,JANET,LOSARTAN POTASSIUM,189.42
1669464152,ARNESTY,JANET,METFORMIN HCL,167.61
1669464152,ARNESTY,JANET,METFORMIN HCL ER,211.08
1669464152,ARNESTY,JANET,NABUMETONE,447.53
1669464152,ARNESTY,JANET,NIFEDIPINE ER,877.15
1669464152,ARNESTY,JANET,OXYBUTYNIN CHLORIDE ER,353.95
1669464152,ARNESTY,JANET,SERTRALINE HCL,77.97
1669464152,ARNESTY,JANET,SIMVASTATIN,289.18
1669464152,ARNESTY,JANET,SPIRIVA,3918.68
1669464152,ARNESTY,JANET,SYMBICORT,3115.64
1669464152,ARNESTY,JANET,TRAMADOL HCL,74.25
1669464152,ARNESTY,JANET,TRIAMCINOLONE ACETONIDE,429.35
1669464152,ARNESTY,JANET,TRIAMTERENE-HYDROCHLOROTHIAZID,217.1
1669464152,ARNESTY,JANET,VALSARTAN,706.84
1174582118,ARNET,NEIL,ALPRAZOLAM,246.21
1174582118,ARNET,NEIL,BUPROPION HCL SR,664.82
1174582118,ARNET,NEIL,BUPROPION XL,537.03
1174582118,ARNET,NEIL,CITALOPRAM HBR,160.17
1174582118,ARNET,NEIL,CLONAZEPAM,75.37
1174582118,ARNET,NEIL,DEXTROAMPHETAMINE-AMPHET ER,5924.63
1174582118,ARNET,NEIL,DEXTROAMPHETAMINE-AMPHETAMINE,4252.65
1174582118,ARNET,NEIL,DIAZEPAM,171.28
1174582118,ARNET,NEIL,DULOXETINE HCL,4557.82
1174582118,ARNET,NEIL,ESCITALOPRAM OXALATE,655.49
1174582118,ARNET,NEIL,FLUOXETINE HCL,736.87
1174582118,ARNET,NEIL,FLUVOXAMINE MALEATE,242.95
1174582118,ARNET,NEIL,GABAPENTIN,752.14
1174582118,ARNET,NEIL,LAMOTRIGINE,693.19
1174582118,ARNET,NEIL,LORAZEPAM,203.7
1174582118,ARNET,NEIL,METHYLPHENIDATE ER,4263.33
1174582118,ARNET,NEIL,METHYLPHENIDATE HCL,1457.69
1174582118,ARNET,NEIL,MIRTAZAPINE,535.59
1174582118,ARNET,NEIL,OXCARBAZEPINE,1094.38
1174582118,ARNET,NEIL,PAROXETINE HCL,497.92
1174582118,ARNET,NEIL,QUETIAPINE FUMARATE,2189.63
1174582118,ARNET,NEIL,SERTRALINE HCL,244.6
1174582118,ARNET,NEIL,TEMAZEPAM,498.77
1174582118,ARNET,NEIL,TOPIRAMATE,105.62
1174582118,ARNET,NEIL,TRAZODONE HCL,298.41
1174582118,ARNET,NEIL,VENLAFAXINE HCL ER,695.59
1174582118,ARNET,NEIL,ZOLPIDEM TARTRATE,182.79
1083672240,ARNET JUNE,WILLA,ACETAMINOPHEN-CODEINE,322.03
1083672240,ARNET JUNE,WILLA,ADVAIR DISKUS,11347.85
1083672240,ARNET JUNE,WILLA,ADVAIR HFA,13336.02
1083672240,ARNET JUNE,WILLA,ALENDRONATE SODIUM,483.03
1083672240,ARNET JUNE,WILLA,ALLOPURINOL,72.36
1083672240,ARNET JUNE,WILLA,ALPRAZOLAM,90.25
1083672240,ARNET JUNE,WILLA,AMLODIPINE BESYLATE,1310.8
1083672240,ARNET JUNE,WILLA,AMMONIUM LACTATE,666.14
1083672240,ARNET JUNE,WILLA,ATENOLOL,261.43
1083672240,ARNET JUNE,WILLA,ATORVASTATIN CALCIUM,2619.79
1083672240,ARNET JUNE,WILLA,BACLOFEN,249.71
1083672240,ARNET JUNE,WILLA,BD ULTRA-FINE PEN NEEDLE,1228.01
1083672240,ARNET JUNE,WILLA,BUMETANIDE,548.21
1083672240,ARNET JUNE,WILLA,CARVEDILOL,283.43
1083672240,ARNET JUNE,WILLA,CLONIDINE HCL,127.2
1083672240,ARNET JUNE,WILLA,CLOPIDOGREL,590.92
1083672240,ARNET JUNE,WILLA,CRESTOR,16239.62
1083672240,ARNET JUNE,WILLA,DIGOXIN,306.24
1083672240,ARNET JUNE,WILLA,DIOVAN,5904.39
1083672240,ARNET JUNE,WILLA,DONEPEZIL HCL,146.67
1083672240,ARNET JUNE,WILLA,DORZOLAMIDE-TIMOLOL,217.59
1083672240,ARNET JUNE,WILLA,ENALAPRIL MALEATE,731.69
1083672240,ARNET JUNE,WILLA,ESOMEPRAZOLE MAGNESIUM,2696.79
1083672240,ARNET JUNE,WILLA,FLOVENT HFA,2094.37
1083672240,ARNET JUNE,WILLA,FLUTICASONE PROPIONATE,583.57
1083672240,ARNET JUNE,WILLA,FUROSEMIDE,225.69
1083672240,ARNET JUNE,WILLA,GABAPENTIN,1214.5
1083672240,ARNET JUNE,WILLA,GLIPIZIDE,161.63
1083672240,ARNET JUNE,WILLA,GLIPIZIDE ER,138.15
1083672240,ARNET JUNE,WILLA,HYDRALAZINE HCL,473.86
1083672240,ARNET JUNE,WILLA,HYDROCHLOROTHIAZIDE,629.86
1083672240,ARNET JUNE,WILLA,HYDROCODONE-ACETAMINOPHEN,3370.88
1083672240,ARNET JUNE,WILLA,IBUPROFEN,339.75
1083672240,ARNET JUNE,WILLA,ISOSORBIDE MONONITRATE ER,239.26
1083672240,ARNET JUNE,WILLA,JANUVIA,16799.98
1083672240,ARNET JUNE,WILLA,KETOCONAZOLE,135.6
1083672240,ARNET JUNE,WILLA,LANTUS,2734.05
1083672240,ARNET JUNE,WILLA,LANTUS SOLOSTAR,24774.89
1083672240,ARNET JUNE,WILLA,LATANOPROST,111.68
1083672240,ARNET JUNE,WILLA,LEVEMIR FLEXTOUCH,8085.86
1083672240,ARNET JUNE,WILLA,LEVETIRACETAM,239.51
1083672240,ARNET JUNE,WILLA,LEVOCETIRIZINE DIHYDROCHLORIDE,199.82
1083672240,ARNET JUNE,WILLA,LEVOTHYROXINE SODIUM,1841.32
1083672240,ARNET JUNE,WILLA,LISINOPRIL,639.91
1083672240,ARNET JUNE,WILLA,LISINOPRIL-HYDROCHLOROTHIAZIDE,598.64
1083672240,ARNET JUNE,WILLA,LOSARTAN POTASSIUM,176.4
1083672240,ARNET JUNE,WILLA,LOVASTATIN,624.17
1083672240,ARNET JUNE,WILLA,LYRICA,6496.33
1083672240,ARNET JUNE,WILLA,MECLIZINE HCL,329.81
1083672240,ARNET JUNE,WILLA,METFORMIN HCL,863.75
1083672240,ARNET JUNE,WILLA,METFORMIN HCL ER,143.37
1083672240,ARNET JUNE,WILLA,METHIMAZOLE,83.85
1083672240,ARNET JUNE,WILLA,METOLAZONE,512.2
1083672240,ARNET JUNE,WILLA,METOPROLOL SUCCINATE,760.81
1083672240,ARNET JUNE,WILLA,METOPROLOL TARTRATE,842.45
1083672240,ARNET JUNE,WILLA,MIRTAZAPINE,536.35
1083672240,ARNET JUNE,WILLA,MONTELUKAST SODIUM,196.52
1083672240,ARNET JUNE,WILLA,MORPHINE SULFATE,632.62
1083672240,ARNET JUNE,WILLA,MORPHINE SULFATE ER,3504.21
1083672240,ARNET JUNE,WILLA,NAPROXEN,129.39
1083672240,ARNET JUNE,WILLA,NEXIUM,6608.59
1083672240,ARNET JUNE,WILLA,NIFEDICAL XL,520.74
1083672240,ARNET JUNE,WILLA,NIFEDIPINE ER,433.7
1083672240,ARNET JUNE,WILLA,NYSTOP,1075.5
1083672240,ARNET JUNE,WILLA,OMEPRAZOLE,1036.99
1083672240,ARNET JUNE,WILLA,OXYBUTYNIN CHLORIDE,783.32
1083672240,ARNET JUNE,WILLA,PANTOPRAZOLE SODIUM,396.84
1083672240,ARNET JUNE,WILLA,PIOGLITAZONE HCL,1394.95
1083672240,ARNET JUNE,WILLA,POLYETHYLENE GLYCOL 3350,305.65
1083672240,ARNET JUNE,WILLA,POTASSIUM CHLORIDE,1012.04
1083672240,ARNET JUNE,WILLA,PRAVASTATIN SODIUM,1479.92
1083672240,ARNET JUNE,WILLA,PROAIR HFA,3792.26
1083672240,ARNET JUNE,WILLA,PROPRANOLOL HCL,437.03
1083672240,ARNET JUNE,WILLA,QUINAPRIL HCL,242.04
1083672240,ARNET JUNE,WILLA,RANITIDINE HCL,186.34
1083672240,ARNET JUNE,WILLA,RISPERIDONE ODT,1023.0
1083672240,ARNET JUNE,WILLA,SELENIUM SULFIDE,114.22
1083672240,ARNET JUNE,WILLA,SIMVASTATIN,1080.26
1083672240,ARNET JUNE,WILLA,SINGLE USE SWAB,64.6
1083672240,ARNET JUNE,WILLA,SPIRONOLACTONE,110.92
1083672240,ARNET JUNE,WILLA,TAMSULOSIN HCL,951.17
1083672240,ARNET JUNE,WILLA,TIZANIDINE HCL,456.9
1083672240,ARNET JUNE,WILLA,TRAMADOL HCL,177.4
1083672240,ARNET JUNE,WILLA,TRAZODONE HCL,194.26
1083672240,ARNET JUNE,WILLA,TUDORZA PRESSAIR,4678.28
1083672240,ARNET JUNE,WILLA,VALSARTAN,4594.73
1083672240,ARNET JUNE,WILLA,VENTOLIN HFA,3427.0
1083672240,ARNET JUNE,WILLA,VOLTAREN,3166.7
1083672240,ARNET JUNE,WILLA,WARFARIN SODIUM,321.44
1932196656,ARNETT,ANA,ACETAMINOPHEN-CODEINE,192.45
1932196656,ARNETT,ANA,ADVAIR DISKUS,5634.26
1932196656,ARNETT,ANA,ALENDRONATE SODIUM,309.91
1932196656,ARNETT,ANA,ALLOPURINOL,440.1
1932196656,ARNETT,ANA,ALPRAZOLAM,199.4
1932196656,ARNETT,ANA,AMITRIPTYLINE HCL,211.59
1932196656,ARNETT,ANA,AMLODIPINE BESYLATE,639.54
1932196656,ARNETT,ANA,AMOXICILLIN-CLAVULANATE POTASS,240.98
1932196656,ARNETT,ANA,ARMOUR THYROID,291.47
1932196656,ARNETT,ANA,ATENOLOL,299.33
1932196656,ARNETT,ANA,ATORVASTATIN CALCIUM,2099.74
1932196656,ARNETT,ANA,AZITHROMYCIN,168.82
1932196656,ARNETT,ANA,BACLOFEN,282.46
1932196656,ARNETT,ANA,BD ULTRA-FINE PEN NEEDLE,1381.74
1932196656,ARNETT,ANA,BENICAR,7110.4
1932196656,ARNETT,ANA,BENICAR HCT,4862.98
1932196656,ARNETT,ANA,BENZTROPINE MESYLATE,83.38
1932196656,ARNETT,ANA,BUSPIRONE HCL,190.14
1932196656,ARNETT,ANA,CANDESARTAN CILEXETIL,661.98
1932196656,ARNETT,ANA,CARBAMAZEPINE,498.0
1932196656,ARNETT,ANA,CARTIA XT,933.01
1932196656,ARNETT,ANA,CARVEDILOL,204.23
1932196656,ARNETT,ANA,CEPHALEXIN,63.56
1932196656,ARNETT,ANA,CIPROFLOXACIN HCL,162.13
1932196656,ARNETT,ANA,CITALOPRAM HBR,254.48
1932196656,ARNETT,ANA,CLOPIDOGREL,180.51
1932196656,ARNETT,ANA,CRESTOR,11078.77
1932196656,ARNETT,ANA,CYCLOBENZAPRINE HCL,290.54
1932196656,ARNETT,ANA,DEXILANT,5663.05
1932196656,ARNETT,ANA,DICLOFENAC SODIUM,421.44
1932196656,ARNETT,ANA,DILTIAZEM 24HR CD,448.48
1932196656,ARNETT,ANA,DILTIAZEM HCL,138.77
1932196656,ARNETT,ANA,DULOXETINE HCL,8626.51
1932196656,ARNETT,ANA,EASY TOUCH,203.66
1932196656,ARNETT,ANA,FAMOTIDINE,194.99
1932196656,ARNETT,ANA,FENOFIBRATE,862.52
1932196656,ARNETT,ANA,FENTANYL,6298.96
1932196656,ARNETT,ANA,FLUOXETINE HCL,292.3
1932196656,ARNETT,ANA,FLUTICASONE PROPIONATE,287.45
1932196656,ARNETT,ANA,FUROSEMIDE,148.64
1932196656,ARNETT,ANA,GABAPENTIN,2720.91
1932196656,ARNETT,ANA,GEMFIBROZIL,510.74
1932196656,ARNETT,ANA,GLIPIZIDE,205.99
1932196656,ARNETT,ANA,GLIPIZIDE ER,1590.96
1932196656,ARNETT,ANA,GLIPIZIDE XL,723.63
1932196656,ARNETT,ANA,HUMULIN N,4217.93
1932196656,ARNETT,ANA,HYDRALAZINE HCL,610.11
1932196656,ARNETT,ANA,HYDROCHLOROTHIAZIDE,831.13
1932196656,ARNETT,ANA,HYDROCODONE-ACETAMINOPHEN,1619.38
1932196656,ARNETT,ANA,IBUPROFEN,669.01
1932196656,ARNETT,ANA,INSULIN SYRINGE,346.26
1932196656,ARNETT,ANA,IRBESARTAN-HYDROCHLOROTHIAZIDE,715.67
1932196656,ARNETT,ANA,ISOSORBIDE MONONITRATE ER,357.96
1932196656,ARNETT,ANA,JANUMET,3615.69
1932196656,ARNETT,ANA,JANUVIA,23793.56
1932196656,ARNETT,ANA,LANTUS,19205.68
1932196656,ARNETT,ANA,LANTUS SOLOSTAR,42617.81
1932196656,ARNETT,ANA,LEVEMIR,15304.2
1932196656,ARNETT,ANA,LEVEMIR FLEXTOUCH,24049.95
1932196656,ARNETT,ANA,LEVOTHYROXINE SODIUM,3394.79
1932196656,ARNETT,ANA,LISINOPRIL,1055.5
1932196656,ARNETT,ANA,LISINOPRIL-HYDROCHLOROTHIAZIDE,218.21
1932196656,ARNETT,ANA,LORAZEPAM,285.95
1932196656,ARNETT,ANA,LOSARTAN POTASSIUM,821.74
1932196656,ARNETT,ANA,LOSARTAN-HYDROCHLOROTHIAZIDE,431.39
1932196656,ARNETT,ANA,LOVASTATIN,155.88
1932196656,ARNETT,ANA,LYRICA,3767.27
1932196656,ARNETT,ANA,MECLIZINE HCL,144.1
1932196656,ARNETT,ANA,MELOXICAM,40.93
1932196656,ARNETT,ANA,METFORMIN HCL,1775.95
1932196656,ARNETT,ANA,METOPROLOL SUCCINATE,2651.02
1932196656,ARNETT,ANA,METOPROLOL TARTRATE,363.25
1932196656,ARNETT,ANA,MIRTAZAPINE,170.65
1932196656,ARNETT,ANA,MONTELUKAST SODIUM,288.71
1932196656,ARNETT,ANA,MORPHINE SULFATE,240.29
1932196656,ARNETT,ANA,MORPHINE SULFATE ER,1104.52
1932196656,ARNETT,ANA,NIFEDICAL XL,785.44
1932196656,ARNETT,ANA,NIFEDIPINE ER,886.94
1932196656,ARNETT,ANA,NOVOLOG,9124.92
1932196656,ARNETT,ANA,NOVOLOG MIX 70-30,11795.87
1932196656,ARNETT,ANA,OMEPRAZOLE,1445.82
1932196656,ARNETT,ANA,OXYBUTYNIN CHLORIDE,413.13
1932196656,ARNETT,ANA,OXYBUTYNIN CHLORIDE ER,2266.12
1932196656,ARNETT,ANA,OXYCODONE HCL,1386.76
1932196656,ARNETT,ANA,OXYCODONE-ACETAMINOPHEN,817.98
1932196656,ARNETT,ANA,PAROXETINE HCL,807.63
1932196656,ARNETT,ANA,PHENOBARBITAL,1206.21
1932196656,ARNETT,ANA,PIOGLITAZONE HCL,1979.51
1932196656,ARNETT,ANA,POTASSIUM CHLORIDE,1114.91
1932196656,ARNETT,ANA,PRAVASTATIN SODIUM,649.95
1932196656,ARNETT,ANA,PREDNISONE,51.32
1932196656,ARNETT,ANA,PROAIR HFA,1595.62
1932196656,ARNETT,ANA,QUETIAPINE FUMARATE,272.7
1932196656,ARNETT,ANA,QUINAPRIL HCL,169.53
1932196656,ARNETT,ANA,RALOXIFENE HCL,1497.0
1932196656,ARNETT,ANA,RANITIDINE HCL,291.75
1932196656,ARNETT,ANA,SERTRALINE HCL,924.04
1932196656,ARNETT,ANA,SIMVASTATIN,320.21
1932196656,ARNETT,ANA,SPIRIVA,6587.92
1932196656,ARNETT,ANA,TAMSULOSIN HCL,728.33
1932196656,ARNETT,ANA,TEMAZEPAM,183.72
1932196656,ARNETT,ANA,THIORIDAZINE HCL,215.8
1932196656,ARNETT,ANA,TOLTERODINE TARTRATE ER,3868.02
1932196656,ARNETT,ANA,TOPIRAMATE,221.65
1932196656,ARNETT,ANA,TRAMADOL HCL,721.98
1932196656,ARNETT,ANA,TRAZODONE HCL,468.63
1932196656,ARNETT,ANA,TRIAMCINOLONE ACETONIDE,91.57
1932196656,ARNETT,ANA,VALSARTAN-HYDROCHLOROTHIAZIDE,991.02
1932196656,ARNETT,ANA,WARFARIN SODIUM,696.14
1932196656,ARNETT,ANA,WELCHOL,11572.89
1932196656,ARNETT,ANA,ZOLPIDEM TARTRATE,602.76
1295177194,ARNETT,ANTHONY,AMOXICILLIN-CLAVULANATE POTASS,447.33
1295177194,ARNETT,ANTHONY,AZITHROMYCIN,145.58
1295177194,ARNETT,ANTHONY,CEPHALEXIN,55.33
1295177194,ARNETT,ANTHONY,CIPROFLOXACIN HCL,128.86
1295177194,ARNETT,ANTHONY,DOXYCYCLINE HYCLATE,1220.13
1295177194,ARNETT,ANTHONY,METHYLPREDNISOLONE,575.28
1295177194,ARNETT,ANTHONY,WARFARIN SODIUM,31.96
1437203452,ARNETT,BRENDA,AMLODIPINE BESYLATE,359.56
1437203452,ARNETT,BRENDA,ATORVASTATIN CALCIUM,1031.87
1437203452,ARNETT,BRENDA,BUPROPION XL,694.68
